"true_lambda","true_eta0","r0_seed","replicate","seed","candidate_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lower_bound","elbo_below_best","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.01,95,5,3,100104,0.005,44.3808813020507,-0.761068116202891,-0.693147180559945,"interior",2194.27660875199,-12.8081603070691,1,1,0.5,FALSE,0.475746923006956,0.00883877605855854,TRUE,71,0.337000000001353,"179, 428"
0.01,95,5,3,100104,0.008,64.1529645061405,-0.392606589507802,-0.223143551314211,"interior",2204.85896665368,-2.22580240538582,1,1,0.5,FALSE,0.492785282112507,0.0121337200395022,TRUE,30,0.102000000000771,"179, 428"
0.01,95,5,3,100104,0.01,77.2793928345728,-0.206449558422629,0,"interior",2207.08476905906,0,1,1,0.5,FALSE,0.499606821940693,0.0167329885815894,TRUE,22,0.0830000000005384,"179, 428"
0.01,95,5,3,100104,0.015,116.859977594377,0.207099553795261,0.405465108108164,"interior",2206.49768737329,-0.587081685769135,1,1,0.5,FALSE,0.533603738488288,0.0738312724293517,TRUE,31,0.105999999999767,"179, 428"
0.01,95,5,3,100104,0.02,158.277029434509,0.510469956952528,0.693147180559945,"interior",2202.38317575815,-4.70159330091064,1,1,0.5,FALSE,0.562031328578391,0.127263389249832,TRUE,25,0.0849999999991269,"179, 428"
0.01,95,5,3,100104,0.025,214.01063206187,0.812148804719279,0.916290731874155,"interior",2197.14402080373,-9.94074825533244,1,1,0.5,FALSE,0.746882562782995,0.496930335831367,TRUE,48,0.244000000000597,"179, 428"
0.01,95,5,3,100104,0.03,273.767100201291,1.05840085406795,1.09861228866811,"interior",2191.56546500968,-15.5193040493768,1,1,0.5,FALSE,0.829668467216434,0.661760004490283,TRUE,21,0.0709999999999127,"179, 428"
0.01,95,5,4,100105,1e-05,2,-3.8607297110406,-6.90775527898214,"lower",1336.11651815064,-761.64810553921,0,0,0,FALSE,0.0201676695545048,0.019551499265462,TRUE,173,0.838999999999942,"68, 427"
0.01,95,5,4,100105,1e-04,2,-3.8607297110406,-4.60517018598809,"lower",1759.36317022918,-338.401453460669,0,0,0,FALSE,0.0204730002265895,0.0198622157819859,TRUE,159,0.786000000000058,"68, 427"
0.01,95,5,4,100105,0.001,2,-3.8607297110406,-2.30258509299405,"lower",2017.55218595209,-80.2124377377529,0,0,0,FALSE,0.0206766843980947,0.0200720862662039,TRUE,154,1.11499999999978,"68, 427"
0.01,95,5,4,100105,0.003,15.1755234338865,-1.83419306207776,-1.20397280432594,"interior",2075.95474574127,-21.8098779485781,1,1,0.5,FALSE,0.503410948326527,0.00900027574244422,TRUE,80,0.364000000001397,"68, 427"
0.01,95,5,4,100105,0.005,21.0493627664855,-1.50700660430635,-0.693147180559945,"interior",2091.00319602222,-6.76142766762086,1,1,0.5,FALSE,0.504292962431816,0.00893027099165189,TRUE,77,0.338999999999942,"68, 427"
0.01,95,5,4,100105,0.008,28.4067680867568,-1.20724946191142,-0.223143551314211,"interior",2097.3913426877,-0.373281002143813,1,1,0.5,FALSE,0.505061764679633,0.0101755751251597,TRUE,68,0.307999999999083,"68, 427"
0.01,95,5,4,100105,0.01,32.8456139624741,-1.0620586727082,0,"interior",2097.76462368985,0,1,1,0.5,FALSE,0.506180259936003,0.0123802871933463,TRUE,53,0.256000000001222,"68, 427"
0.01,95,5,4,100105,0.015,43.7803533284181,-0.77469172899435,0.405465108108164,"interior",2093.86106402558,-3.90355966426159,1,1,0.5,FALSE,0.517298000335312,0.0345988862503628,TRUE,30,0.103000000000975,"68, 427"
0.01,95,5,4,100105,0.02,95.9448075800909,0.00989621349610292,0.693147180559945,"interior",2092.05967990292,-5.70494378692547,2,1,1,TRUE,0.999782586255705,0.999565183659465,TRUE,58,0.272999999999229,"68, 427"
0.01,95,5,4,100105,0.025,115.879110236305,0.198670602951363,0.916290731874155,"interior",2086.1726257661,-11.5919979237419,2,1,1,TRUE,0.999927977208453,0.999855957092224,TRUE,44,0.15099999999984,"68, 427"
0.01,95,5,4,100105,0.03,135.253768361471,0.353275887929931,1.09861228866811,"interior",2080.03875148473,-17.7258722051156,2,1,1,TRUE,0.99996982701022,0.999939654870222,TRUE,34,0.114999999999782,"68, 427"
0.01,95,5,5,100106,1e-05,2,-3.8607297110406,-6.90775527898214,"lower",1350.96599227879,-778.895806080578,0,0,0,FALSE,0.021369548791579,0.0205224230505572,TRUE,165,0.819000000001324,"342, 450"
0.01,95,5,5,100106,1e-04,2,-3.8607297110406,-4.60517018598809,"lower",1749.51445627936,-380.347342080006,0,0,0,FALSE,0.0215680536380286,0.0206565297798602,TRUE,151,0.765999999999622,"342, 450"
0.01,95,5,5,100106,0.001,2,-3.8607297110406,-2.30258509299405,"lower",2017.83862344044,-112.023174918923,0,0,0,FALSE,0.0217801578948706,0.0207941772694542,TRUE,151,0.752999999998792,"342, 450"
0.01,95,5,5,100106,0.003,20.8959682997227,-1.5143206555577,-1.20397280432594,"interior",2092.89493579571,-36.9668625636555,1,1,0.5,FALSE,0.357462347174345,0.00837609762526481,TRUE,75,0.331000000000131,"342, 450"
0.01,95,5,5,100106,0.005,30.0770745878133,-1.15011365164292,-0.693147180559945,"interior",2113.71919913451,-16.1425992248514,1,1,0.5,FALSE,0.388819239345767,0.00917341275685302,TRUE,61,0.281999999999243,"342, 450"
0.01,95,5,5,100106,0.008,42.3438972243859,-0.808052584206644,-0.223143551314211,"interior",2124.61381804715,-5.2479803122169,1,1,0.5,FALSE,0.418624336889199,0.0133648606840604,TRUE,34,0.114999999999782,"342, 450"
0.01,95,5,5,100106,0.01,74.3639124532952,-0.244906115105932,0,"interior",2128.51416881573,-1.34762954363623,2,1,1,TRUE,0.579991249946753,0.311105638245298,TRUE,146,0.738999999999578,"342, 450"
0.01,95,5,5,100106,0.015,101.687897252717,0.0680313999743225,0.405465108108164,"interior",2129.86179835936,0,2,1,1,TRUE,0.590420919774247,0.288116958357576,TRUE,70,0.323999999998705,"342, 450"
0.01,95,5,5,100106,0.02,128.553990402706,0.302472083268674,0.693147180559945,"interior",2127.23451970086,-2.62727865850275,2,1,1,TRUE,0.589457444943492,0.259841509322429,TRUE,26,0.091999999998734,"342, 450"
0.01,95,5,5,100106,0.025,156.492898406186,0.499133739753814,0.916290731874155,"interior",2123.14868905075,-6.71310930861591,2,1,1,TRUE,0.582675107976169,0.228436065300658,TRUE,36,0.128999999998996,"342, 450"
0.01,95,5,5,100106,0.03,187.036713571288,0.677428035242202,1.09861228866811,"interior",2118.49054139773,-11.3712569616309,2,1,1,TRUE,0.570550479256156,0.191918576297996,TRUE,32,0.113000000001193,"342, 450"
0.01,206,5,1,100107,1e-05,2,-4.63472898822964,-6.90775527898214,"lower",1461.27993192982,-829.405090464799,0,0,0,FALSE,0.0318411556190148,0.0293175839335776,TRUE,179,0.923000000000684,"32, 329"
0.01,206,5,1,100107,1e-04,2,-4.63472898822964,-4.60517018598809,"lower",1890.68873241463,-399.996289979987,0,0,0,FALSE,0.03261044266993,0.0298016557249682,TRUE,158,0.817999999999302,"32, 329"
0.01,206,5,1,100107,0.001,19.408551797825,-2.36216238552951,-2.30258509299405,"interior",2180.58845061617,-110.096571778442,1,1,0.5,FALSE,0.105611721907884,0.0081899366121736,TRUE,79,0.347999999999956,"32, 329"
0.01,206,5,1,100107,0.003,46.0495843470825,-1.49815743225099,-1.20397280432594,"interior",2255.24901886429,-35.4360035303216,1,1,0.5,FALSE,0.129535512867543,0.0103573801933451,TRUE,61,0.290999999999258,"32, 329"
0.01,206,5,1,100107,0.005,103.12467141723,-0.691937510396974,-0.693147180559945,"interior",2277.56195111569,-13.1230712789215,2,1,1,TRUE,0.249387081696246,0.212298055408338,TRUE,94,0.489999999999782,"32, 329"
0.01,206,5,1,100107,0.008,160.307436178112,-0.25078272111644,-0.223143551314211,"interior",2288.64120202734,-2.04382036727702,2,1,1,TRUE,0.252955632060997,0.18629866922556,TRUE,27,0.0949999999993452,"32, 329"
0.01,206,5,1,100107,0.01,202.526258534215,-0.0170066188757456,0,"interior",2290.68502239462,0,2,1,1,TRUE,0.253918090047789,0.17099552784183,TRUE,22,0.0769999999993161,"32, 329"
0.01,206,5,1,100107,0.015,334.866550968049,0.48585592835167,0.405465108108164,"interior",2288.90541919744,-1.77960319717522,2,1,1,TRUE,0.253349239945551,0.133767159864946,TRUE,21,0.069999999999709,"32, 329"
0.01,206,5,1,100107,0.02,512.552877474106,0.911527712459981,0.693147180559945,"interior",2283.16553501119,-7.51948738342799,2,1,1,TRUE,0.253636187638591,0.10607563544644,TRUE,17,0.0599999999994907,"32, 329"
0.01,206,5,1,100107,0.025,769.667160391577,1.31808199337548,0.916290731874155,"interior",2276.06124379473,-14.6237785998824,2,1,1,TRUE,0.254916221985279,0.0857263507030287,TRUE,16,0.0570000000006985,"32, 329"
0.01,206,5,1,100107,0.03,1180.03013375478,1.74541908542439,1.09861228866811,"interior",2268.49209280577,-22.1929295888426,2,1,1,TRUE,0.256913659138001,0.0706872957714505,TRUE,17,0.0610000000015134,"32, 329"
0.01,206,5,2,100108,1e-05,2,-4.63472898822964,-6.90775527898214,"lower",1368.37612449406,-846.695896187206,0,0,0,FALSE,0.028770194194139,0.0134950414146612,TRUE,131,0.630000000001019,"130, 131"
0.01,206,5,2,100108,1e-04,2,-4.63472898822964,-4.60517018598809,"lower",1800.83895426364,-414.23306641762,0,0,0,FALSE,0.0285570027765496,0.01355984868232,TRUE,115,0.591999999998734,"130, 131"
0.01,206,5,2,100108,0.001,16.4860620535434,-2.52536086889111,-2.30258509299405,"interior",2100.72780844663,-114.344212234636,1,1,0.5,FALSE,0.224237439539917,0.00795617383875935,TRUE,92,0.48700000000099,"130, 131"
0.01,206,5,2,100108,0.003,38.7028270133606,-1.67196352198098,-1.20397280432594,"interior",2178.4933234219,-36.5786972593592,1,1,0.5,FALSE,0.31442083044542,0.00800312456319596,TRUE,80,0.360000000000582,"130, 131"
0.01,206,5,2,100108,0.005,57.0261423335241,-1.28436636866678,-0.693147180559945,"interior",2199.41657455419,-15.6554461270753,1,1,0.5,FALSE,0.357236155296148,0.00806306671501589,TRUE,79,0.354999999999563,"130, 131"
0.01,206,5,2,100108,0.008,82.2316069682511,-0.918336427637868,-0.223143551314211,"interior",2210.51592731791,-4.55609336334828,1,1,0.5,FALSE,0.393154439944503,0.00820359260853654,TRUE,75,0.345999999999549,"130, 131"
0.01,206,5,2,100108,0.01,98.6550482332036,-0.73624676446043,0,"interior",2213.13259184098,-1.93942884028138,1,1,0.5,FALSE,0.408690142196372,0.00840640948544713,TRUE,65,0.291999999999462,"130, 131"
0.01,206,5,2,100108,0.015,173.187203563156,-0.173503057820502,0.405465108108164,"interior",2215.07202068126,0,1,1,0.5,FALSE,0.42325528935334,0.00595455507481479,TRUE,118,0.575000000000728,"130, 131"
0.01,206,5,2,100108,0.02,231.817690619547,0.118075077666202,0.693147180559945,"interior",2213.06677915048,-2.00524153077777,2,0.5,0.5,FALSE,0.439583754197799,0.0059456379861913,TRUE,90,0.390000000001237,"130, 131"
0.01,206,5,2,100108,0.025,298.317963115906,0.37028373920807,0.916290731874155,"interior",2209.59843592341,-5.47358475785359,2,0.5,0.5,FALSE,0.450976454560031,0.00593474849984288,TRUE,81,0.364999999999782,"130, 131"
0.01,206,5,2,100108,0.03,376.073021663984,0.601907162297811,1.09861228866811,"interior",2205.47734020848,-9.59468047278506,2,0.5,0.5,FALSE,0.459330790747449,0.0059133401509277,TRUE,70,0.326999999999316,"130, 131"
0.01,206,5,3,100109,1e-05,2,-4.63472898822964,-6.90775527898214,"lower",1438.51450127661,-790.829523615799,0,0,0,FALSE,0.026750256551842,0.0110672105639431,TRUE,183,0.9950000000008,"115, 205"
0.01,206,5,3,100109,1e-04,2,-4.63472898822964,-4.60517018598809,"lower",1841.50819161275,-387.835833279661,0,0,0,FALSE,0.0265168032375331,0.0111648372568922,TRUE,166,0.886000000000422,"115, 205"
0.01,206,5,3,100109,0.001,16.5619881854589,-2.52076596753064,-2.30258509299405,"interior",2112.90551914104,-116.438505751367,1,1,0.5,FALSE,0.103731126762248,0.00808024416731101,TRUE,88,0.385000000000218,"115, 205"
0.01,206,5,3,100109,0.003,39.1573997846087,-1.660286753112,-1.20397280432594,"interior",2191.06922648328,-38.2747984091297,1,1,0.5,FALSE,0.16705568562933,0.00897737466774085,TRUE,63,0.303000000001703,"115, 205"
0.01,206,5,3,100109,0.005,59.3289276586419,-1.24477916286673,-0.693147180559945,"interior",2213.17838938324,-16.1656355091673,1,1,0.5,FALSE,0.21436533866881,0.0145568729787446,TRUE,31,0.110000000000582,"115, 205"
0.01,206,5,3,100109,0.008,121.533784145174,-0.527683885852146,-0.223143551314211,"interior",2226.10833512036,-3.23568977205241,2,1,1,TRUE,0.640974094195784,0.62216785989855,TRUE,37,0.130999999999403,"115, 205"
0.01,206,5,3,100109,0.01,151.981440724051,-0.304117755897843,0,"interior",2229.16949244184,-0.174532450568677,2,1,1,TRUE,0.692493952675337,0.667705988056104,TRUE,31,0.110000000000582,"115, 205"
0.01,206,5,3,100109,0.015,230.02975936028,0.110332520286597,0.405465108108164,"interior",2229.34402489241,0,2,1,1,TRUE,0.764672104372637,0.739212061631082,TRUE,23,0.0759999999991123,"115, 205"
0.01,206,5,3,100109,0.02,315.12000135944,0.425077354187108,0.693147180559945,"interior",2225.08434136591,-4.25968352649761,2,1,1,TRUE,0.807333970974203,0.783005580390877,TRUE,21,0.0709999999999127,"115, 205"
0.01,206,5,3,100109,0.025,411.045679779569,0.690828182546709,0.916290731874155,"interior",2219.19453143893,-10.1494934534826,2,1,1,TRUE,0.836339183157569,0.812950106283241,TRUE,24,0.0839999999989232,"115, 205"
0.01,206,5,3,100109,0.03,537.536453187741,0.959120408796741,1.09861228866811,"interior",2212.70120276481,-16.6428221276014,2,1,1,TRUE,0.855959463192482,0.831149512245296,TRUE,23,0.0769999999993161,"115, 205"
0.01,206,5,4,100110,1e-05,2,-4.63472898822964,-6.90775527898214,"lower",1344.52701197596,-839.029662316573,0,0,0,FALSE,0.0293915883190896,0.0293309842339016,TRUE,158,0.872000000001208,"201, 442"
0.01,206,5,4,100110,1e-04,2,-4.63472898822964,-4.60517018598809,"lower",1766.83992280626,-416.71675148627,0,0,0,FALSE,0.0298069166446305,0.0297655232468234,TRUE,141,0.797999999998865,"201, 442"
0.01,206,5,4,100110,0.001,11.2018695647451,-2.91179547899536,-2.30258509299405,"interior",2059.21363014746,-124.343044145076,0,0,0,FALSE,0.461559193579241,0.117180710379417,TRUE,140,0.778000000000247,"201, 442"
0.01,206,5,4,100110,0.003,28.3876411095145,-1.98192229053752,-1.20397280432594,"interior",2141.38129219824,-42.175382094289,1,1,0.5,FALSE,0.503133607147561,0.0173185389560432,TRUE,75,0.364999999999782,"201, 442"
0.01,206,5,4,100110,0.005,41.7139593843168,-1.59704033858592,-0.693147180559945,"interior",2165.06917152439,-18.4875027681378,1,1,0.5,FALSE,0.504304431438656,0.0108314686434368,TRUE,68,0.340000000000146,"201, 442"
0.01,206,5,4,100110,0.008,59.8371885617604,-1.23624881881798,-0.223143551314211,"interior",2177.81025086483,-5.74642342770449,1,1,0.5,FALSE,0.506193310904231,0.0127616841556839,TRUE,31,0.117000000000189,"201, 442"
0.01,206,5,4,100110,0.01,71.7089428790487,-1.05526070261513,0,"interior",2180.69113370775,-2.86554058478532,1,1,0.5,FALSE,0.509030481907987,0.018190125092404,TRUE,26,0.0950000000011642,"201, 442"
0.01,206,5,4,100110,0.015,137.484679033334,-0.404363683103324,0.405465108108164,"interior",2183.55667429253,0,2,1,1,TRUE,0.82326895126891,0.646569809373967,TRUE,94,0.480999999999767,"201, 442"
0.01,206,5,4,100110,0.02,178.19604199252,-0.144991865040391,0.693147180559945,"interior",2180.59482412668,-2.96185016584877,2,1,1,TRUE,0.864147215191864,0.7283050759436,TRUE,71,0.310999999999694,"201, 442"
0.01,206,5,4,100110,0.025,221.684043509114,0.0733769718961268,0.916290731874155,"interior",2175.95924299479,-7.5974312977387,2,1,1,TRUE,0.891518155535473,0.78304069405077,TRUE,40,0.131999999999607,"201, 442"
0.01,206,5,4,100110,0.03,269.544095061386,0.268855826214038,1.09861228866811,"interior",2170.68419350141,-12.872480791119,2,1,1,TRUE,0.912455060336127,0.824912146364223,TRUE,15,0.0490000000008877,"201, 442"
0.01,206,5,5,100111,1e-05,2,-4.63472898822964,-6.90775527898214,"lower",1484.6985695396,-803.729087697213,0,0,0,FALSE,0.0454044296206094,0.0314713407717684,TRUE,219,1.10099999999875,"122, 211"
0.01,206,5,5,100111,1e-04,2,-4.63472898822964,-4.60517018598809,"lower",1896.74320536754,-391.684451869273,0,0,0,FALSE,0.0450980105257531,0.0315907019883578,TRUE,200,1.07000000000153,"122, 211"
0.01,206,5,5,100111,0.001,19.9554521085074,-2.33437377414326,-2.30258509299405,"interior",2168.63285907216,-119.79479816465,1,1,0.5,FALSE,0.0935182288766926,0.00810849088925047,TRUE,82,0.397999999999229,"122, 211"
0.01,206,5,5,100111,0.003,47.1481303265047,-1.47458181422901,-1.20397280432594,"interior",2244.48826766198,-43.939389574834,1,1,0.5,FALSE,0.130043225524092,0.00867832549917424,TRUE,82,0.359000000000378,"122, 211"
0.01,206,5,5,100111,0.005,72.0935963170879,-1.04991094512705,-0.693147180559945,"interior",2266.78375377198,-21.6439034648311,1,1,0.5,FALSE,0.157388371786196,0.00975908863660946,TRUE,80,0.36200000000099,"122, 211"
0.01,206,5,5,100111,0.008,112.043065857469,-0.608992854817495,-0.223143551314211,"interior",2279.13185196164,-9.29580527516919,1,1,0.5,FALSE,0.198212974049475,0.0335851834976467,TRUE,19,0.0649999999986903,"122, 211"
0.01,206,5,5,100111,0.01,192.71680848034,-0.0666543710168304,0,"interior",2285.73344812022,-2.69420911659518,2,1,1,TRUE,0.607044905022132,0.325078304435426,TRUE,93,0.461999999999534,"122, 211"
0.01,206,5,5,100111,0.015,314.752470562565,0.423910353389423,0.405465108108164,"interior",2288.42765723681,0,2,1,1,TRUE,0.658643254640258,0.377266542842489,TRUE,83,0.359000000000378,"122, 211"
0.01,206,5,5,100111,0.02,485.63087112446,0.857572642090827,0.693147180559945,"interior",2286.36157712096,-2.06608011585104,2,1,1,TRUE,0.690564490924604,0.418562334998495,TRUE,81,0.343999999999141,"122, 211"
0.01,206,5,5,100111,0.025,750.919336699073,1.29342206934849,0.916290731874155,"interior",2282.37536419195,-6.0522930448592,2,1,1,TRUE,0.713474314652462,0.452353215214182,TRUE,78,0.353000000000975,"122, 211"
0.01,206,5,5,100111,0.03,1261.7208566786,1.8123556586238,1.09861228866811,"interior",2277.52139735839,-10.9062598784244,2,1,1,TRUE,0.729688907821986,0.476659930986013,TRUE,15,0.0529999999998836,"122, 211"
0.01,447,5,1,100112,1e-05,2,-5.40941141405362,-6.90775527898214,"lower",1552.77491824243,-763.773250769243,0,0,0,FALSE,0.0170644020682122,0.0158232226370194,TRUE,243,1.27199999999903,"230, 363"
0.01,447,5,1,100112,1e-04,2,-5.40941141405362,-4.60517018598809,"lower",1965.38438904979,-351.163779961883,0,0,0,FALSE,0.0172597107551476,0.016022460284539,TRUE,241,1.26600000000144,"230, 363"
0.01,447,5,1,100112,0.001,33.2763169533099,-2.59771265325503,-2.30258509299405,"interior",2222.49278039188,-94.0553886197977,1,1,0.5,FALSE,0.498773784449432,0.00824500394257455,TRUE,76,0.33600000000115,"230, 363"
0.01,447,5,1,100112,0.003,75.8711613033661,-1.77352193889113,-1.20397280432594,"interior",2286.75683796246,-29.7913310492104,1,1,0.5,FALSE,0.504457105359227,0.00919524241844405,TRUE,75,0.324000000000524,"230, 363"
0.01,447,5,1,100112,0.005,115.286330902865,-1.35513972681342,-0.693147180559945,"interior",2303.9210278163,-12.627141195373,1,1,0.5,FALSE,0.506332357872323,0.012692704736181,TRUE,57,0.264999999999418,"230, 363"
0.01,447,5,1,100112,0.008,227.534942082992,-0.675254776442951,-0.223143551314211,"interior",2314.38367180339,-2.16449720828177,2,1,1,TRUE,0.813460161153997,0.62692033536837,TRUE,99,0.479999999999563,"230, 363"
0.01,447,5,1,100112,0.01,291.697568278613,-0.426841054152382,0,"interior",2316.54816901167,0,2,1,1,TRUE,0.826191657574226,0.652383317037879,TRUE,88,0.369999999998981,"230, 363"
0.01,447,5,1,100112,0.015,502.455833923662,0.116949148767643,0.405465108108164,"interior",2316.05300283926,-0.495166172416248,2,1,1,TRUE,0.845783481410887,0.691566962866823,TRUE,80,0.342000000000553,"230, 363"
0.01,447,5,1,100112,0.02,880.893698803722,0.678378364341987,0.693147180559945,"interior",2312.15325994285,-4.39490906882975,2,1,1,TRUE,0.860126784075139,0.72025356815249,TRUE,10,0.0349999999998545,"230, 363"
0.01,447,5,1,100112,0.025,1935.01417016401,1.46531133390567,0.916290731874155,"interior",2307.5133120012,-9.03485701047839,2,1,1,TRUE,0.870168957904497,0.740337915809112,TRUE,72,0.323999999998705,"230, 363"
0.01,447,5,1,100112,0.03,8279.38719002704,2.9189656391605,1.09861228866811,"interior",2302.40122881138,-14.1469402002899,2,1,1,TRUE,0.878414113253495,0.756828226507003,TRUE,63,0.692000000000917,"230, 363"
0.01,447,5,2,100113,1e-05,2,-5.40941141405362,-6.90775527898214,"lower",1519.14476753115,-805.851739139332,0,0,0,FALSE,0.0194845028049008,0.0188393301915289,TRUE,184,0.96900000000096,"31, 277"
0.01,447,5,2,100113,1e-04,2,-5.40941141405362,-4.60517018598809,"lower",1938.447722756,-386.548783914483,0,0,0,FALSE,0.01976067511237,0.0191190376643167,TRUE,175,0.856999999999971,"31, 277"
0.01,447,5,2,100113,0.001,18.9945984362129,-3.1584039486969,-2.30258509299405,"interior",2208.5350374145,-116.461469255985,1,1,0.5,FALSE,0.227681969835743,0.00841020862671027,TRUE,81,0.354999999999563,"31, 277"
0.01,447,5,2,100113,0.003,47.3895348624829,-2.24415717378072,-1.20397280432594,"interior",2282.80617525654,-42.1903314139404,1,1,0.5,FALSE,0.336733901728249,0.00973934243166774,TRUE,78,0.345000000001164,"31, 277"
0.01,447,5,2,100113,0.005,110.023531148462,-1.4018643321672,-0.693147180559945,"interior",2306.35184643708,-18.6446602334008,2,1,1,TRUE,0.723201367104008,0.613718350907914,TRUE,110,0.536999999998443,"31, 277"
0.01,447,5,2,100113,0.008,181.178433155739,-0.903076230407728,-0.223143551314211,"interior",2320.05995790408,-4.93654876640448,2,1,1,TRUE,0.797746930817145,0.680180376673754,TRUE,81,0.342000000000553,"31, 277"
0.01,447,5,2,100113,0.01,237.477614501368,-0.632485230312212,0,"interior",2323.62427615565,-1.37223051483579,2,1,1,TRUE,0.826483267732334,0.713857647760204,TRUE,77,0.329999999999927,"31, 277"
0.01,447,5,2,100113,0.015,443.405694503147,-0.00807345470113496,0.405465108108164,"interior",2324.99650667048,0,2,1,1,TRUE,0.872429686909114,0.773256782148677,TRUE,9,0.0299999999988358,"31, 277"
0.01,447,5,2,100113,0.02,906.065524927961,0.70655303213425,0.693147180559945,"interior",2322.17774053169,-2.81876613878967,2,1,1,TRUE,0.869377575559607,0.745947528828122,TRUE,77,0.332000000000335,"31, 277"
0.01,447,5,2,100113,0.025,2474.37318089832,1.71118378807033,0.916290731874155,"interior",2317.72002528099,-7.27648138949326,2,1,1,TRUE,0.85759981895207,0.717708814142479,TRUE,46,0.481999999999971,"31, 277"
0.01,447,5,2,100113,0.03,20000,3.80092895792256,1.09861228866811,"upper",2312.51682648585,-12.4796801846328,2,1,1,TRUE,0.850887584553047,0.703098963383892,TRUE,25,0.471999999999753,"31, 277"
0.01,447,5,3,100114,1e-05,2,-5.40941141405362,-6.90775527898214,"lower",1515.74854185882,-801.634506591069,0,0,0,FALSE,0.0442046032379019,0.0274770175409812,TRUE,156,1.15200000000004,"325, 443"
0.01,447,5,3,100114,1e-04,2,-5.40941141405362,-4.60517018598809,"lower",1941.59798301848,-375.78506543141,0,0,0,FALSE,0.045360586438131,0.0273314811812991,TRUE,133,0.630000000001019,"325, 443"
0.01,447,5,3,100114,0.001,33.7589366729596,-2.58331342203588,-2.30258509299405,"interior",2222.84346111068,-94.5395873392135,1,1,0.5,FALSE,0.176550165408395,0.00816164625021543,TRUE,76,0.333000000000538,"325, 443"
0.01,447,5,3,100114,0.003,78.1748070520078,-1.74361115942739,-1.20397280432594,"interior",2290.47256837786,-26.9104800720324,1,1,0.5,FALSE,0.178740566453405,0.0087734557676572,TRUE,76,0.32799999999952,"325, 443"
0.01,447,5,3,100114,0.005,119.082679508189,-1.32274055697085,-0.693147180559945,"interior",2307.85705983441,-9.52598861547949,1,1,0.5,FALSE,0.179972769622115,0.010251869911818,TRUE,66,0.296000000000276,"325, 443"
0.01,447,5,3,100114,0.008,185.148621132919,-0.881399734578903,-0.223143551314211,"interior",2315.8665586129,-1.51648983699397,1,1,0.5,FALSE,0.187171147288925,0.0258371382181369,TRUE,16,0.0519999999996799,"325, 443"
0.01,447,5,3,100114,0.01,269.530699601375,-0.505876297574487,0,"interior",2317.38304844989,0,1,1,0.5,FALSE,0.512164373678918,0.341965739813276,TRUE,111,0.557000000000698,"325, 443"
0.01,447,5,3,100114,0.015,493.985487978722,0.0999475455815615,0.405465108108164,"interior",2316.08969291773,-1.29335553215515,1,1,0.5,FALSE,0.643026667202751,0.336034674915941,TRUE,17,0.058999999999287,"325, 443"
0.01,447,5,3,100114,0.02,865.056282994152,0.660235977246804,0.693147180559945,"interior",2311.8108752257,-5.57217322418774,2,1,1,TRUE,0.660258092668883,0.333074568083393,TRUE,15,0.0529999999998836,"325, 443"
0.01,447,5,3,100114,0.025,1674.79523545402,1.32088759468262,0.916290731874155,"interior",2306.43180413927,-10.9512443106155,2,1,1,TRUE,0.663257249839698,0.330592863179694,TRUE,13,0.0460000000002765,"325, 443"
0.01,447,5,3,100114,0.03,4984.92973171367,2.41161599173792,1.09861228866811,"interior",2300.64297601736,-16.7400724325271,2,1,1,TRUE,0.663391689410966,0.328357852637389,TRUE,13,0.0930000000007567,"325, 443"
0.01,447,5,4,100115,1e-05,2,-5.40941141405362,-6.90775527898214,"lower",1595.99857865452,-733.170865092745,0,0,0,FALSE,0.0328002125132121,0.0213496247492576,TRUE,166,0.86200000000099,"59, 170"
0.01,447,5,4,100115,1e-04,6.25565675968592,-4.26907245865485,-4.60517018598809,"interior",2000.59184256813,-328.57760117914,1,1,0.5,FALSE,0.0965476864422045,0.00806814723383531,TRUE,300,1.61300000000119,"59, 170"
0.01,447,5,4,100115,0.001,40.9032235721017,-2.39134971872682,-2.30258509299405,"interior",2239.0016343251,-90.1678094221647,1,1,0.5,FALSE,0.299050880523563,0.0081638061184155,TRUE,76,0.354999999999563,"59, 170"
0.01,447,5,4,100115,0.003,95.0981833149232,-1.54764872813719,-1.20397280432594,"interior",2298.78989654438,-30.379547202886,1,1,0.5,FALSE,0.443833512287513,0.00900971097361247,TRUE,72,0.327000000001135,"59, 170"
0.01,447,5,4,100115,0.005,147.377075245775,-1.10956415445891,-0.693147180559945,"interior",2315.67039931444,-13.4990444328259,1,1,0.5,FALSE,0.483889446702857,0.0149298109854292,TRUE,24,0.0799999999999272,"59, 170"
0.01,447,5,4,100115,0.008,278.91869752871,-0.47163826196652,-0.223143551314211,"interior",2326.24676330199,-2.92268044528055,1,1,0.5,FALSE,0.661666244669725,0.328698408260505,TRUE,92,0.472999999999956,"59, 170"
0.01,447,5,4,100115,0.01,364.329800481265,-0.20449909190989,0,"interior",2328.74588058314,-0.423563164131338,2,1,1,TRUE,0.677339327161084,0.357189583520591,TRUE,78,0.359000000000378,"59, 170"
